batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputdupct,inputurl,answerothertxt,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2127766,3IKMEYR0LWPYSIY3MTP22VKKYURK2N,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:39 PDT 2015,,,3L6L49WXW1R80XQHAN9MH5TJ933540,Approved,,51,100% (63/63),100% (63/63),100% (49/49),,,7221,Kevin Costello,City University of New York,cuny.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,2,http://www.hunter.cuny.edu/art/art-history/faculty-staff-ah/all-faculty-staff,,,,,9,,,1760791119000,18oct2015 12:43:04,18oct2015 12:43:55,1760820235000,1760792326000,,2,88,44,4.909091,1
2127698,3PMR2DOWOOV5DDSNJK4KTLY0LIQ45G,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:40 PDT 2015,,,32UTUBMZ7HQ9JQQ5VT1MTHTOWJGVBX,Approved,,704,100% (55/55),100% (55/55),100% (41/41),,,65719,Barry C Burden,University of Wisconsin Madison,wisc.edu,Political Science</li>&nbsp;<li>Politics</li>&nbsp;<li>Government and Politics</li>&nbsp;<li>Government</li>&nbsp;<li>International Relations</li>&nbsp;<li>Political Economy and Public Policy</li>&nbsp;<li>Political Science and International Affairs</li>&nbsp;<li>Political Economy and Government</li>&nbsp;<li>International Relations and Public Administration,Political Science,1,,,1,1,http://www.polisci.wisc.edu/people/person.aspx?id=1041,,,,1760785060000,18oct2015 11:12:42,18oct2015 11:24:26,1760793866000,1760786810000,,41,1494,36.439026,13.831325,1
2127698,3W0KKJIARR39EX0S2AY3CMXNKUI8KD,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:56 PDT 2015,,,3SUWZRL0MZ7MB3NO4CV4IXJAIN36EI,Approved,,352,100% (55/55),100% (55/55),100% (41/41),,,61026,Bryan Spann,University of Southern California,usc.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,1,1,http://keckfac.usc.edu/profile.php?person=1108,,,,1760785076000,18oct2015 11:12:32,18oct2015 11:18:24,1760793504000,1760786732000,,41,1494,36.439026,13.831325,1
2127698,33J5JKFMK6S9O3SH3YN4HR1L3EHQ3U,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:48 PDT 2015,,,3EICBYG645QJ20IHS4JY1DOCJHAJC8,Approved,,412,100% (55/55),100% (55/55),100% (41/41),,,65006,Hadi Danawi,Walden University,waldenu.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/bios/hadi-danawi,,,,1760785068000,18oct2015 11:12:34,18oct2015 11:19:26,1760793566000,1760786729000,,41,1494,36.439026,13.831325,1
2127698,37Y5RYYI0PZXHHE8FRJXJ75QSX3XSQ,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:47 PDT 2015,,,3BF51CHDTW43H2SBSONTUZ6WX09H08,Approved,,395,100% (55/55),100% (55/55),100% (41/41),,,45689,Alan Canner,University of Colorado Boulder,colorado.edu,"Education</li>&nbsp;<li>Teaching and Learning</li>&nbsp;<li>Teaching and Teacher Education</li>&nbsp;<li>Teacher Education</li>&nbsp;<li>Work, Community and Family Education</li>&nbsp;<li>Science Education</li>&nbsp;<li>Science and Mathematics Education</li>&nbsp;<li>Teaching and Learning, Policy and Leadership</li>&nbsp;<li>Teaching, Learning, Policy and Leadership</li>&nbsp;<li>Education Teaching and Learning",Teacher Education and Professional Development,1,,,1,1,http://lawweb.colorado.edu/profiles/profile.jsp?id=186,,,,1760785067000,18oct2015 11:12:33,18oct2015 11:19:08,1760793548000,1760786729000,,41,1494,36.439026,13.831325,1
2127698,3DWGDA5POFY5J8AJ2T3VZLLWMMI1V7,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:39 PDT 2015,,,3PZDLQMM0UFJW4K9LJD62W2VH6O2C4,Approved,,38,100% (55/55),100% (55/55),100% (41/41),,,8513,William E C Jr,City University of New York,cuny.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,0,,,,,,1760785059000,18oct2015 11:05:33,18oct2015 11:06:11,1760792771000,1760785749000,,41,1494,36.439026,13.831325,1
2127698,3XU9MCX6VO6KFMBYCDYZ376YTMK2RX,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:49 PDT 2015,,,3DI28L7YXB8R4HMRY6JNN1STACME1R,Approved,,23,100% (55/55),100% (55/55),100% (41/41),,,63063,David M Koelle,University of Washington,washington.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,2,http://depts.washington.edu/daid/directory/koelle.html,,,,1760785069000,18oct2015 11:04:21,18oct2015 11:04:44,1760792684000,1760785575000,,41,1494,36.439026,13.831325,1
2127698,3Y40HMYLL1CDWU6C4WEXY8NEDUOXU6,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:49 PDT 2015,,,3WLEIWSYHPBADCVP7BR7DNZBUYSH2R,Approved,,27,100% (55/55),100% (55/55),100% (41/41),,,58565,Heidi Johnston,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,3,http://sph.unc.edu/profiles/heidi-johnston/,,,,1760785069000,18oct2015 11:06:12,18oct2015 11:06:39,1760792799000,1760785819000,,41,1494,36.439026,13.831325,1
2127698,36KM3FWE3R631TO5OCWFF2MJVC570I,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:52 PDT 2015,,,3SKRO2GZ72LUQHE1USUQLW5YU9I1KY,Approved,,26,100% (55/55),100% (55/55),100% (41/41),,,27109,Mehl Penrose,University of Maryland College Park,umd.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1,,,1,1,http://sllc.umd.edu/user/132,,,,1760785072000,18oct2015 11:07:50,18oct2015 11:08:16,1760792896000,1760785813000,,41,1494,36.439026,13.831325,1
2127698,3TRB893CSJ40CXZQ2ELI0U9Z2TVG7V,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:51 PDT 2015,,,3L0KT67Y8FAP462CBQA1Q57IIO4SY4,Approved,,199,100% (55/55),100% (55/55),100% (41/41),,,22765,Alison Abraham,Johns Hopkins University,jhu.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,0,,,,,,1760785071000,18oct2015 11:12:28,18oct2015 11:15:47,1760793347000,1760786279000,,41,1494,36.439026,13.831325,1
2127698,3DIIW4IV8PPHP1N2Q4NEIU25Q4W4IQ,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:51 PDT 2015,,,3TS1AR6UQR8XLH1PIXK26T46PY07FW,Approved,,52,100% (55/55),100% (55/55),100% (41/41),,,1632,Alfredo J Artiles,University of Arizona,arizona.edu,Special Education</li>&nbsp;<li>Special Education and Rehabilitation</li>&nbsp;<li>Education - Special Education,Special Education and Teaching,1,,News article list,1,5,https://www.mturk.com/mturk/previewandaccept?prevRequester=Ashton+Verdery&autoAcceptEnabled=true&hitId=3SNLUL3WO5HLJKNHHGGBBYNAU6LLUL&isPreviousIFrame=true&groupId=3C2SAPILKEVGHTTD5QDAVD6G0C07HZ,,,,1760785071000,18oct2015 11:03:01,18oct2015 11:03:53,1760792633000,1760785573000,,41,1494,36.439026,13.831325,1
2127698,30EV7DWJTVPHUO6LDA2W1GG7CE06YJ,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:51 PDT 2015,,,37M28K1J0R7V9LLJ8QN7VIYOJEPJA6,Approved,,178,100% (55/55),100% (55/55),100% (41/41),,,51708,Gail G Harrison,University of California Los Angeles,ucla.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,1,http://people.healthsciences.ucla.edu/institution/personnel?personnel_id=239254,,,,1760785071000,18oct2015 11:12:27,18oct2015 11:15:25,1760793325000,1760786277000,,41,1494,36.439026,13.831325,1
2127698,3IWA71V4TIASUJGB8EGUI29YA866XD,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:50 PDT 2015,,,3M1CVSFP61ZCV8PW3G7GSJAAX9GQA3,Approved,,615,100% (55/55),100% (55/55),100% (41/41),,,60419,Stephen R Aylward,University of North Carolina Chapel Hill,unc.edu,"Statistics</li>&nbsp;<li>Statistical Science</li>&nbsp;<li>Measurement, Statistics and Evaluation</li>&nbsp;<li>Statistics and Applied Probability</li>&nbsp;<li>Biostatistics - Public Health</li>&nbsp;<li>Survey Methodology</li>&nbsp;<li>Mathematical Statistics</li>&nbsp;<li>Measurement and Quantitative Methods</li>&nbsp;<li>Biostatistics and Public Health</li>&nbsp;<li>Biostatistics",Statistics and Probability,1,,,1,4,http://www.cs.unc.edu/Research/MIDAG/pubs/papers/ISBI04-Jomier-pupil.pdf,,,,1760785070000,18oct2015 11:12:39,18oct2015 11:22:54,1760793774000,1760786731000,,41,1494,36.439026,13.831325,1
2127698,3A3KKYU7P3BFUMWDLPRP5FSDR6FMWA,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:53 PDT 2015,,,3F1567XTNXZYQPFRBATGWOZQRRYQ9O,Approved,,108,100% (55/55),100% (55/55),100% (41/41),,,9244,Jens Ludwig,University of Chicago,uchicago.edu,"Public Policy and Administration</li>&nbsp;<li>Public Policy</li>&nbsp;<li>Health Services</li>&nbsp;<li>Public Administration</li>&nbsp;<li>Public Affairs</li>&nbsp;<li>Policy, Planning and Development</li>&nbsp;<li>Social Service Administration</li>&nbsp;<li>Public Policy Studies</li>&nbsp;<li>Education and Social Policy - Learning Sciences</li>&nbsp;<li>Health Policy And Management</li>&nbsp;<li>Social Policy to Education and Social Policy - Human Development and Social Policy</li>&nbsp;<li>Public and International Affairs</li>&nbsp;<li>Health Policy</li>&nbsp;<li>Energy and Resources</li>&nbsp;<li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,,,1,1,http://harris.uchicago.edu/directory/faculty/jens_ludwig,,,,1760785073000,18oct2015 11:12:26,18oct2015 11:14:14,1760793254000,1760786212000,,41,1494,36.439026,13.831325,1
2127698,3DZKABX2ZIZP6BKHIQSFGH4NQJ9CV8,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:49 PDT 2015,,,3WLEIWSYHPBADCVP7BR7DNZBUYTH2S,Approved,,528,100% (55/55),100% (55/55),100% (41/41),,,61247,Duncan C Thomas,University of Southern California,usc.edu,"Statistics</li>&nbsp;<li>Statistical Science</li>&nbsp;<li>Measurement, Statistics and Evaluation</li>&nbsp;<li>Statistics and Applied Probability</li>&nbsp;<li>Biostatistics - Public Health</li>&nbsp;<li>Survey Methodology</li>&nbsp;<li>Mathematical Statistics</li>&nbsp;<li>Measurement and Quantitative Methods</li>&nbsp;<li>Biostatistics and Public Health</li>&nbsp;<li>Biostatistics",Statistics and Probability,1,,,1,1,http://pibbs.usc.edu/faculty/profile/?fid=304,,,,1760785069000,18oct2015 11:12:38,18oct2015 11:21:26,1760793686000,1760786730000,,41,1494,36.439026,13.831325,1
2127698,3R16PJFTS3L8VWDQQ78QVAHII8L4K1,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:52 PDT 2015,,,30OG32W0SV5UIOTG3THLK85WDDRNE8,Approved,,89,100% (55/55),100% (55/55),100% (41/41),,,15713,Christopher Dunn,University of Illinois at Urbana-Champaign,illinois.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1,,,0,,,,,,1760785072000,18oct2015 11:12:25,18oct2015 11:13:54,1760793234000,1760786215000,,41,1494,36.439026,13.831325,1
2127698,3I6NF2WGIGQLPTL7EL6L2AV3BN0G5G,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:50 PDT 2015,,,3634BBTX0POUA1IL1OOZXIUF3FCIF5,Approved,,499,100% (55/55),100% (55/55),100% (41/41),,,30194,Pat Mcgovern,University of Minnesota,umn.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,3,http://www1.umn.edu/cvpc/mcgovern.html,,,,1760785070000,18oct2015 11:12:37,18oct2015 11:20:56,1760793656000,1760786731000,,41,1494,36.439026,13.831325,1
